device_code,device_name_en,include_in_MEMMS,observations,device_description_en,device_description_fr,device_name_fr
-7841,"Bubonic Plague Bacteria Reagents, Identification",No,Retired concept,,,
-7840,BTA (Bladder Tumor Antigen) Determination Reagents,No,Retired concept,,,
-7839,BS-63 (Nucleoporin-Related) Antibody Determination Reagents,No,Retired concept,,,
-7838,BS-17 (Calpastin) Antibody Determination Reagents,No,Retired concept,,,
-7837,Brucellosis Antibody Determination Reagents,No,Retired concept,,,
-7836,Brucella Antibody Detection Reagents,No,Retired concept,,,
-7835,"Broth Reagents, Culture Media",No,Retired concept,,,
-7834,Bronchodilator Drug Level Determination Reagents,No,Retired concept,,,
-7833,Breast Cancer Antigen (BRCA1/BRCA2) Determination Reagents,No,Retired concept,,,
-7832,Break-Point Test Reagents,No,Retired concept,,,
-7831,BRCA (Breast Cancer Antigen) Determination Reagents,No,Retired concept,,,
-7830,Branched Chain 2-Oxo-Acid Dehydrogenase Complex (BCOADC-E2) Antibody Determination Reagents,No,Retired concept,,,
-7829,Brain Glycogen Phosphorylase Determination Reagents,No,Retired concept,,,
-7828,BPI (Bactericidal Permeability Increasing) Protein Antibody Determination Reagents,No,Retired concept,,,
-7827,Borrelia burgdorferi Detection/Identification Reagents,No,Retired concept,,,
-7826,Bordet-Gengou Bacillus Determination Reagents,No,Retired concept,,,
-7825,Bordetella pertussis Antibody Detection Reagents,No,Retired concept,,,
-7824,"Bone Metabolism Reagents, Control",No,Retired concept,,,
-7823,"Bone Metabolism Marker Reagents, Standard",No,Retired concept,,,
-7822,Bone Metabolism Marker Determination Reagents,No,Retired concept,,,
-7821,"Bone Metabolism Hormone Reagents, Standard",No,Retired concept,,,
-7820,"Bone Metabolism Hormone Reagents, Calibration",No,Retired concept,,,
-7819,Bone Metabolism Hormone Determination Reagents,No,Retired concept,,,
-7818,Bone GLA Protein Determination Reagents,No,Retired concept,,,
-7817,Bone Alkaline Phosphatase (BAP) Determination Reagents,No,Retired concept,,,
-7816,Bombesin Determination Reagents,No,Retired concept,,,
-7815,Blood Urea Nitrogen (BUN) Determination Reagents,No,Retired concept,,,
-7814,Blood Typing Determination Reagents,No,Retired concept,,,
-7813,Blood Grouping Determination Reagents,No,Retired concept,,,
-7812,Blood Gas/pH Test Control Reagents,No,Retired concept,,,
-7811,Blood Gas Test Calibration Reagents,No,Retired concept,,,
-7810,Blood Gas Determination Reagents,No,Retired concept,,,
-7809,"Blood Culture Media Reagents, Manual Test",No,Retired concept,,,
-7808,"Blood Culture Media Reagents, Automated Test",No,Retired concept,,,
-7807,Blood Culture Media Reagents,No,Retired concept,,,
-7806,Blood Collection Reagents,No,Retired concept,,,
-7805,Blood Clotting Determination Reagents,No,Retired concept,,,
-7804,"Blood Cell Count Determination Reagents, Manual Test",No,Retired concept,,,
-7803,"Blood Cell Count Determination Reagents, Automated Test",No,Retired concept,,,
-7802,Blood Cell Count Determination Reagents,No,Retired concept,,,
-7801,"Blastomyces Reagents, Identification",No,Retired concept,,,
-7800,Blastomyces dermatitidis Detection/Identification Reagents,No,Retired concept,,,
-7799,Blastomyces Antibody Detection/Identification Reagents,No,Retired concept,,,
-7798,Bladder Tumor Antigen Determination Reagents,No,Retired concept,,,
-7797,Bladder Tissue Antigen Determination Reagents,No,Retired concept,,,
-7796,Biphasic Blood Culture Media Reagents,No,Retired concept,,,
-7795,Biogenic Amine Determination Reagents+B1178,No,Retired concept,,,
-7794,Biogenic Amine Determination Reagents,No,Retired concept,,,
-7793,Bioavailable Testosterone Determination Reagents,No,Retired concept,,,
-7792,"Binding Ratio Determination Reagents, Thyroid Hormone",No,Retired concept,,,
-7791,Binding Protein Determination Reagents,No,Retired concept,,,
-7790,"Bilirubin Determination Reagents, Direct",No,Retired concept,,,
-7789,Bilirubin Determination Reagents,No,Retired concept,,,
-7788,Biliary Glycoprotein Determination Reagents,No,Retired concept,,,
-7787,Bile Acid Determination Reagents,No,Retired concept,,,
-7786,Bicarbonate Determination Reagents,No,Retired concept,,,
-7785,Beta-Thromboglobulin Determination Reagents,No,Retired concept,,,
-7784,Beta-N-Acetylhexosaminidase Isoenzyme Determination Reagents,No,Retired concept,,,
-7783,Beta-Imidazolyethylamine (Histamine) Determination Reagents,No,Retired concept,,,
-7782,Beta-Endorphin Determination Reagents,No,Retired concept,,,
-7781,Beta-2-Microglobulin Determination Reagents,No,Retired concept,,,
-7780,Beta CTx Carboxyterminal Telopeptide Fraction Determination Reagents,No,Retired concept,,,
-7779,Benzoylecgonine Determination Reagents,No,Retired concept,,,
-7778,Benzoylglycine Determination Reagents,No,Retired concept,,,
-7777,Benzoylecgonine Rapid Test Determination Reagents,No,Retired concept,,,
-7775,"Benzodiazepine Determination Reagents, Rapid Test",No,Retired concept,,,
-7774,Benzodiazepine Determination Reagents,No,Retired concept,,,
-7773,"Benzodiazepine Metabolite Determination Reagents, Rapid Test",No,Retired concept,,,
-7772,Benzene Intoxication Determination Reagents,No,Retired concept,,,
-7771,BE-20 Antigen Antibody Determination Reagents,No,Retired concept,,,
-7770,BCOADC-E2 (Branched-Chain 2-Oxo-Acid Dehydrogenase Complex) Antibody Determination Reagents,No,Retired concept,,,
-7769,bcl-2 Oncogene Protein Determination Reagents,No,Retired concept,,,
-7768,BB Glycogen Phosphorylase Determination Reagents,No,Retired concept,,,
-7767,Bauer-Kirby Susceptibility Test Reagents,No,Retired concept,,,
-7766,"Barbiturate Determination Reagents, Rapid Test",No,Retired concept,,,
-7765,Barbiturate Determination Reagents,No,Retired concept,,,
-7764,BAP (Bone Alkaline Phosphatase) Determination Reagents,No,Retired concept,,,
-7763,Bacteriuria Determination Reagents,No,Retired concept,,,
-7762,Bactericidal Permeability Increasing (BPI) Protein Antibody Determination Reagents,No,Retired concept,,,
-7759,"Bacteria/Fungi Determination Reagents, Hypersensitivity Pneumonitis",No,Retired concept,,,
-7758,Bacteria Test Standard Reagents,No,Retired concept,,,
-7757,Bacteria Test Control Reagents,No,Retired concept,,,
-7756,Bacteria Test Calibration Reagents,No,Retired concept,,,
-7755,"Bacteria Reagents, Identification",No,Retired concept,,,
-7754,"Bacteria Detection/Identification Reagents, Susceptibility, Manual Test",No,Retired concept,,,
-7753,"Bacteria Detection/Identification Reagents, Susceptibility, Automated Test",No,Retired concept,,,
-7752,"Bacteria Detection/Identification Reagents, Susceptibility",No,Retired concept,,,
-7751,"Bacteria Detection/Identification Reagents, Rapid Test",No,Retired concept,,,
-7749,"Bacteria Reagents, Detection",No,Retired concept,,,
-7748,B790 Coccidioides immitis Determination Reagents,No,Retired concept,,,
-7747,"B6 Determination Reagents, Vitamin (Pyridoxal-5'-Phosphate)",No,Retired concept,,,
-7746,B568 Shingles Virus Detection/Identification Reagents,No,Retired concept,,,
-7745,"B2 Determination Reagents, Vitamin (Riboflabin)",No,Retired concept,,,
-7744,"B12/Folate Determination Reagents, Vitamin",No,Retired concept,,,
-7743,"B12 Determination Reagents, Vitamin (Cyanocobalamin)",No,Retired concept,,,
-7742,"B1 Determination Reagents, Vitamin (Thiamin)",No,Retired concept,,,
-7741,B Loci Human Leukocyte Antigen Determination Reagents,No,Retired concept,,,
-7740,B Cell Typing Reagents,No,Retired concept,,,
-7739,Azurocidin Determination Reagents,No,Retired concept,,,
-7738,Azurocidin Antibody Determination Reagents,No,Retired concept,,,
-7737,AZA Antibody Detection Reagents,No,Retired concept,,,
-7736,"Autoimmune Test Reagents, Thyroid",No,Retired concept,,,
-7735,"Autoimmune Test Reagents, Rheumatism",No,Retired concept,,,
-7734,"Autoimmune Test Reagents, Neurologic",No,Retired concept,,,
-7733,"Autoimmune Test Reagents, Hepatitis",No,Retired concept,,,
-7732,"Autoimmune Test Reagents, Diabetes",No,Retired concept,,,
-7731,"Autoimmune Test Reagents, Connective Tissue",No,Retired concept,,,
-7730,"Autoimmune Test Reagents, Celiac Disease",No,Retired concept,,,
-7729,Autoimmune Test Reagents,No,Retired concept,,,
-7728,"Autoimmune Disease Test Reagents, Standard",No,Retired concept,,,
-7727,"Autoimmune Disease Test Reagents, Control",No,Retired concept,,,
-7726,"Autoimmune Disease Test Reagents, Calibration",No,Retired concept,,,
-7725,Atriopeptin Determination Reagents,No,Retired concept,,,
-7724,Atrial Natriuretic Peptide (ANP) Determination Reagents,No,Retired concept,,,
-7723,Atrial Natriuretic Factor Determination Reagents,No,Retired concept,,,
-7721,AT III (Antithrombin III) Determination Reagents,No,Retired concept,,,
-7720,Asthma Drug Level Determination Reagents,No,Retired concept,,,
-7719,Asthma Determination Reagents,No,Retired concept,,,
-7718,AST (Aspartate Aminotransferase) Determination Reagents,No,Retired concept,,,
-7717,"Aspergillus Species Reagents, Identification",No,Retired concept,,,
-7716,Aspergillus IgG Antibody Determination Reagents,No,Retired concept,,,
-7715,Aspergillus Antibody Detection Reagents,No,Retired concept,,,
-7714,Aspergillus Detection/Identification Reagents,No,Retired concept,,,
-7713,Aspartate Aminotransferase Activity Determination Reagents,No,Retired concept,,,
-7712,Aspartate Aminotransferase (AST) Determination Reagents,No,Retired concept,,,
-7710,Asialo Anti-Ganglioside Antibody-Monosialic Acid (Asialo GM1) Determination Reagents,No,Retired concept,,,
-7709,Arylamidase Determination Reagents,No,Retired concept,,,
-7708,Arginine Vasopressin Determination Reagents,No,Retired concept,,,
-7707,APTT (Activated Partial Thromboplastin Time) Determination Reagents,No,Retired concept,,,
-7706,Apolipoprotein E Determination Reagents,No,Retired concept,,,
-7705,Apolipoprotein Determination Reagents,No,Retired concept,,,
-7704,Apolipoprotein C Determination Reagents,No,Retired concept,,,
-7703,Apolipoprotein B Determination Reagents,No,Retired concept,,,
-7702,Apolipoprotein A-I Determination Reagents,No,Retired concept,,,
-7701,Apolipoprotein A Determination Reagents,No,Retired concept,,,
-7700,Apo Lipoprotein Determination Reagents,No,Retired concept,,,
-7699,APF (Antiperinuclear Factor) Determination Reagents,No,Retired concept,,,
-7698,APC Resistance (Activated Protein C Resistance) Determination Reagents,No,Retired concept,,,
-7697,APC (Adenomatous Polyposis Coli) Gene Determination Reagents,No,Retired concept,,,
-7696,AP (Alkaline Phosphatase) Determination Reagents,No,Retired concept,,,
-7695,Anti-Zonal Antigen (AZA) Antibody Detection Reagents,No,Retired concept,,,
-7694,Anti-Yo Antibody Determination Reagents,No,Retired concept,,,
-7693,Antitissue-Transgluminase (TTG) Antibody Determination Reagents,No,Retired concept,,,
-7692,Antithrombin III-Thrombin Determination Reagents,No,Retired concept,,,
-7691,Antithrombin III (AT III) Determination Reagents,No,Retired concept,,,
-7690,Anti-Sulfated 3-glucuronyl paragloboside (SGPG) Antibody Determination Reagents,No,Retired concept,,,
-7689,Anti-Sulfated 3-glucoronyl lactosamynil paragloboside (SGLPG) Antibody Determination Reagents,No,Retired concept,,,
-7688,Anti-Striated Muscle Antibody Determination Reagents,No,Retired concept,,,
-7687,Antistreptolysin S Antibody Detection Reagents,No,Retired concept,,,
-7686,Antistreptolysin O Antibody Detection Reagents,No,Retired concept,,,
-7684,Antistreptolysin O (ASO) Streptococcal Antibody Determination Reagents,No,Retired concept,,,
-7683,Antistreptolysin Antibody Determination Reagents,No,Retired concept,,,
-7682,Anti-Smooth Muscle Antibody Determination Reagents,No,Retired concept,,,
-7681,"Antisera Determination Reagents, Polyvalent",No,Retired concept,,,
-7680,"Antisera Determination Reagents, Monovalent",No,Retired concept,,,
-7679,Antisera Determination Reagents,No,Retired concept,,,
-7678,Anti-Sa Antibody Determination Reagents,No,Retired concept,,,
-7677,Anti-Ri Antibody Determination Reagents,No,Retired concept,,,
-7676,Anti-RA33 Antibody Determination Reagents,No,Retired concept,,,
-7675,Anti-PO Glucoprotein Antibody Determination Reagents,No,Retired concept,,,
-7674,Anti-PMP 22 (Anti-Peripheral Myelin Protein 22) Antibody,No,Retired concept,,,
-7673,Anti-Phospholipid Antibody Determination Reagents,No,Retired concept,,,
-7672,Anti-Peripheral Myelin Protein 22 (PM22) Antibody Determination Reagents,No,Retired concept,,,
-7671,Anti-Peripheral myelin protein 22 (Anti-PMP 22) Antibody Determination Reagents,No,Retired concept,,,
-7670,Antiperinuclear Factor (APF) Determination Reagents,No,Retired concept,,,
-7669,Anti-Perinuclear Antigen Antibody Determination Reagents,No,Retired concept,,,
-7668,Anti-Parietal Cell Antibody Determination Reagents,No,Retired concept,,,
-7667,Antinuclear Antibody (ANA) Determination Reagents,No,Retired concept,,,
-7666,Antineutrophil Cytoplasmic Antibody (ANCA) Determination Reagents,No,Retired concept,,,
-7665,Antineoplastic Drug Level Determination Reagents,No,Retired concept,,,
-7664,"Anti-Myelin Antibody Determination Reagents, SGPG",No,Retired concept,,,
-7663,"Anti-Myelin Antibody Determination Reagents, MAG",No,Retired concept,,,
-7662,Anti-Myelin Antibody Determination Reagents,No,Retired concept,,,
-7661,Anti-Mitochondrial Antibody Determination Reagents,No,Retired concept,,,
-7660,Anti-Keratin Antibody (AKA) Determination Reagents,No,Retired concept,,,
-7659,Anti-Hyaluronidase Antibody Detection Reagents,No,Retired concept,,,
-7657,Anti-Hu Antibody Determination Reagents,No,Retired concept,,,
-7656,Antihistamine Determination Reagents,No,Retired concept,,,
-7655,Antihemolytic Factor (Coagulation Factor VIII) Determination Reagents,No,Retired concept,,,
-7654,Anti-Glycosphingolipid (GSL) Antibody Determination Reagents,No,Retired concept,,,
-7653,Anti-Glomerular Basement Membrane Antibody Determination Reagents,No,Retired concept,,,
-7652,"Antiglobulin Determination Reagents, Polyspecific",No,Retired concept,,,
-7651,"Antiglobulin Determination Reagents, Monospecific",No,Retired concept,,,
-7650,Antiglobulin Determination Reagents,No,Retired concept,,,
-7649,Anti-Gliadin Antibody Determination Reagents,No,Retired concept,,,
-7648,"Anti-Ganglioside Antibody Determination Reagents, Total",No,Retired concept,,,
-7647,"Anti-Ganglioside Antibody Determination Reagents, GM2",No,Retired concept,,,
-7646,"Anti-Ganglioside Antibody Determination Reagents, GM1",No,Retired concept,,,
-7645,"Anti-Ganglioside Antibody Determination Reagents, GD1b",No,Retired concept,,,
-7644,"Anti-Ganglioside Antibody Determination Reagents, Asialo GM1",No,Retired concept,,,
-7643,Anti-Ganglioside Antibody Determination Reagents,No,Retired concept,,,
-7642,Anti-Filaggrin Antibody Determination Reagents,No,Retired concept,,,
-7641,Antiepileptic Drug Level Therapeutic Drug Reagents,No,Retired concept,,,
-7640,Anti-Endomysial Antibody Determination Reagents,No,Retired concept,,,
-7638,Anti-Dnase Antibody Detection Reagents,No,Retired concept,,,
-7637,Antidiuretic Hormone (ADH) Determination Reagents,No,Retired concept,,,
-7636,"Antidepressant Determination Reagents, Tricyclic, Rapid Test",No,Retired concept,,,
-7635,"Antidepressant Determination Reagents, Rapid Test",No,Retired concept,,,
-7634,Antidepressant Determination Reagents,No,Retired concept,,,
-7633,Anti-Cyclic Citrullinated Peptide Antibody Determination Reagents,No,Retired concept,,,
-7632,Anticonvulsant Drug Level Determination Reagents,No,Retired concept,,,
-7631,"Anticoagulant Determination Reagents, Tube-Based",No,Retired concept,,,
-7630,Anticoagulant Determination Reagents,No,Retired concept,,,
-7629,"Anti-Cancer Associated Retinopathy (CAR) Antibody Determination Reagents, Recoverin",No,Retired concept,,,
-7628,Anti-Cancer Associated Retinopathy (CAR) Antibody Determination Reagents,No,Retired concept,,,
-7627,"Antibody Identification Reagents, Immunohematology",No,Retired concept,,,
-7626,"Antibody Detection Reagents, Immunohematology",No,Retired concept,,,
-7625,Antibiotic Drug Level Determination Reagents,No,Retired concept,,,
-7624,Antiasthma Drug Level Determination Reagents,No,Retired concept,,,
-7623,Anti-A2hnRNP Core Protein Antibody Determination Reagents,No,Retired concept,,,
